id_ticket,id_producto,cantidad,precio_unitario,nombre,categoria,subcategoria,fecha,id_tienda,id_cliente,venta_total,mes,dia_semana
TICKET_002716,PROD_010,1,3500,Avena,Bebidas,Frías,2024-05-24,TOSTAO_18,CUST_01126,3500,May,Friday
TICKET_002717,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-09-03,TOSTAO_14,CUST_00965,2500,September,Tuesday
TICKET_002717,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-09-03,TOSTAO_14,CUST_00965,5000,September,Tuesday
TICKET_002718,PROD_014,1,3800,Yogurt,Bebidas,Frías,2024-03-22,TOSTAO_07,CUST_02390,3800,March,Friday
TICKET_002718,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-03-22,TOSTAO_07,CUST_02390,3500,March,Friday
TICKET_002719,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-01-23,TOSTAO_05,CUST_01166,4500,January,Tuesday
TICKET_002719,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-01-23,TOSTAO_05,CUST_01166,3500,January,Tuesday
TICKET_002719,PROD_027,1,2500,Corazón de Hojaldre,Alimentos,Panadería Dulce,2024-01-23,TOSTAO_05,CUST_01166,2500,January,Tuesday
TICKET_002719,PROD_014,1,3800,Yogurt,Bebidas,Frías,2024-01-23,TOSTAO_05,CUST_01166,3800,January,Tuesday
TICKET_002720,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-05-04,TOSTAO_02,CUST_02071,4500,May,Saturday
TICKET_002720,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-05-04,TOSTAO_02,CUST_02071,3500,May,Saturday
TICKET_002721,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-11-04,TOSTAO_11,CUST_01577,4500,November,Monday
TICKET_002722,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-01-17,TOSTAO_13,CUST_00969,3200,January,Wednesday
TICKET_002722,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-01-17,TOSTAO_13,CUST_00969,3000,January,Wednesday
TICKET_002722,PROD_026,1,3500,Rollo de Canela,Alimentos,Panadería Dulce,2024-01-17,TOSTAO_13,CUST_00969,3500,January,Wednesday
TICKET_002723,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-07-01,TOSTAO_15,CUST_00013,3200,July,Monday
TICKET_002724,PROD_035,1,7500,Sandwich de Pollo,Alimentos,Sandwiches,2024-04-07,TOSTAO_16,CUST_00101,7500,April,Sunday
TICKET_002725,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-04-06,TOSTAO_14,CUST_01285,3500,April,Saturday
TICKET_002725,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-04-06,TOSTAO_14,CUST_01285,2800,April,Saturday
TICKET_002725,PROD_011,1,2500,Agua Manantial,Bebidas,Frías,2024-04-06,TOSTAO_14,CUST_01285,2500,April,Saturday
TICKET_002726,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-07-12,TOSTAO_15,CUST_00021,4500,July,Friday
TICKET_002726,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-07-12,TOSTAO_15,CUST_00021,3500,July,Friday
TICKET_002727,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-01-26,TOSTAO_07,CUST_00263,3000,January,Friday
TICKET_002728,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-06-01,TOSTAO_15,CUST_01239,3500,June,Saturday
TICKET_002728,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-06-01,TOSTAO_15,CUST_01239,2500,June,Saturday
TICKET_002729,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-06-06,TOSTAO_19,CUST_01870,3500,June,Thursday
TICKET_002729,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-06-06,TOSTAO_19,CUST_01870,2800,June,Thursday
TICKET_002729,PROD_033,1,1500,Chocolatina,Alimentos,Panadería Dulce,2024-06-06,TOSTAO_19,CUST_01870,1500,June,Thursday
TICKET_002730,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-06-15,TOSTAO_12,CUST_01825,4500,June,Saturday
TICKET_002730,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-06-15,TOSTAO_12,CUST_01825,3500,June,Saturday
TICKET_002730,PROD_027,1,2500,Corazón de Hojaldre,Alimentos,Panadería Dulce,2024-06-15,TOSTAO_12,CUST_01825,2500,June,Saturday
TICKET_002730,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-06-15,TOSTAO_12,CUST_01825,3200,June,Saturday
TICKET_002731,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-01-27,TOSTAO_01,CUST_02012,2500,January,Saturday
TICKET_002732,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-10-13,TOSTAO_05,CUST_01124,4500,October,Sunday
TICKET_002732,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-10-13,TOSTAO_05,CUST_01124,3500,October,Sunday
TICKET_002733,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-07-29,TOSTAO_18,CUST_00886,4500,July,Monday
TICKET_002734,PROD_030,1,4500,Torta de Zanahoria,Alimentos,Panadería Dulce,2024-01-28,TOSTAO_06,CUST_02101,4500,January,Sunday
TICKET_002735,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-04-03,TOSTAO_06,CUST_00775,3000,April,Wednesday
TICKET_002736,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-02-06,TOSTAO_03,CUST_02311,2500,February,Tuesday
TICKET_002736,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-02-06,TOSTAO_03,CUST_02311,2800,February,Tuesday
TICKET_002737,PROD_010,1,3500,Avena,Bebidas,Frías,2024-11-30,TOSTAO_17,CUST_01938,3500,November,Saturday
TICKET_002737,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-11-30,TOSTAO_17,CUST_01938,2500,November,Saturday
TICKET_002737,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-11-30,TOSTAO_17,CUST_01938,3500,November,Saturday
TICKET_002738,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-09-09,TOSTAO_19,CUST_00091,2500,September,Monday
TICKET_002738,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-09-09,TOSTAO_19,CUST_00091,2000,September,Monday
TICKET_002738,PROD_035,1,7500,Sandwich de Pollo,Alimentos,Sandwiches,2024-09-09,TOSTAO_19,CUST_00091,7500,September,Monday
TICKET_002738,PROD_026,1,3500,Rollo de Canela,Alimentos,Panadería Dulce,2024-09-09,TOSTAO_19,CUST_00091,3500,September,Monday
TICKET_002739,PROD_026,1,3500,Rollo de Canela,Alimentos,Panadería Dulce,2024-08-31,TOSTAO_14,CUST_00519,3500,August,Saturday
TICKET_002740,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-06-26,TOSTAO_20,CUST_01291,3000,June,Wednesday
TICKET_002741,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-06-01,TOSTAO_17,CUST_00523,4500,June,Saturday
TICKET_002741,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-06-01,TOSTAO_17,CUST_00523,4500,June,Saturday
TICKET_002742,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-11-26,TOSTAO_03,CUST_01663,2500,November,Tuesday
TICKET_002743,PROD_014,1,3800,Yogurt,Bebidas,Frías,2024-12-15,TOSTAO_18,CUST_00363,3800,December,Sunday
TICKET_002744,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-07-05,TOSTAO_14,CUST_00133,2500,July,Friday
TICKET_002744,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-07-05,TOSTAO_14,CUST_00133,2000,July,Friday
TICKET_002745,PROD_010,1,3500,Avena,Bebidas,Frías,2024-03-02,TOSTAO_03,CUST_02460,3500,March,Saturday
TICKET_002745,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-03-02,TOSTAO_03,CUST_02460,2500,March,Saturday
TICKET_002745,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-03-02,TOSTAO_03,CUST_02460,3000,March,Saturday
TICKET_002746,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-08-03,TOSTAO_16,CUST_01591,2000,August,Saturday
TICKET_002746,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-08-03,TOSTAO_16,CUST_01591,3200,August,Saturday
TICKET_002747,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-10-01,TOSTAO_17,CUST_01280,3500,October,Tuesday
TICKET_002747,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-10-01,TOSTAO_17,CUST_01280,2800,October,Tuesday
TICKET_002747,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-10-01,TOSTAO_17,CUST_01280,6500,October,Tuesday
TICKET_002747,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-10-01,TOSTAO_17,CUST_01280,3000,October,Tuesday
TICKET_002748,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-01-01,TOSTAO_02,CUST_00599,4500,January,Monday
TICKET_002748,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-01-01,TOSTAO_02,CUST_00599,4500,January,Monday
TICKET_002748,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-01-01,TOSTAO_02,CUST_00599,3500,January,Monday
TICKET_002748,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-01-01,TOSTAO_02,CUST_00599,3000,January,Monday
TICKET_002749,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-08-06,TOSTAO_17,CUST_00727,3000,August,Tuesday
TICKET_002749,PROD_025,1,3500,Arepa de Choclo,Alimentos,Panadería Sal,2024-08-06,TOSTAO_17,CUST_00727,3500,August,Tuesday
TICKET_002749,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-08-06,TOSTAO_17,CUST_00727,4500,August,Tuesday
TICKET_002750,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-04-11,TOSTAO_20,CUST_01435,4500,April,Thursday
TICKET_002751,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-07-14,TOSTAO_04,CUST_01389,3200,July,Sunday
TICKET_002751,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-07-14,TOSTAO_04,CUST_01389,3000,July,Sunday
TICKET_002751,PROD_035,1,7500,Sandwich de Pollo,Alimentos,Sandwiches,2024-07-14,TOSTAO_04,CUST_01389,7500,July,Sunday
TICKET_002752,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-09-21,TOSTAO_01,CUST_01755,2500,September,Saturday
TICKET_002753,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-06-07,TOSTAO_06,CUST_02367,3000,June,Friday
TICKET_002753,PROD_024,1,3000,Palito de Queso,Alimentos,Panadería Sal,2024-06-07,TOSTAO_06,CUST_02367,3000,June,Friday
TICKET_002753,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-06-07,TOSTAO_06,CUST_02367,5000,June,Friday
TICKET_002754,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-05-12,TOSTAO_18,CUST_01628,2500,May,Sunday
TICKET_002755,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-10-31,TOSTAO_13,CUST_01818,3500,October,Thursday
TICKET_002755,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-10-31,TOSTAO_13,CUST_01818,2800,October,Thursday
TICKET_002755,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-10-31,TOSTAO_13,CUST_01818,2500,October,Thursday
TICKET_002755,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-10-31,TOSTAO_13,CUST_01818,4500,October,Thursday
TICKET_002756,PROD_024,1,3000,Palito de Queso,Alimentos,Panadería Sal,2024-05-07,TOSTAO_04,CUST_01358,3000,May,Tuesday
TICKET_002757,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-12-02,TOSTAO_01,CUST_00051,3500,December,Monday
TICKET_002757,PROD_010,1,3500,Avena,Bebidas,Frías,2024-12-02,TOSTAO_01,CUST_00051,3500,December,Monday
TICKET_002758,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-12-07,TOSTAO_13,CUST_00045,3500,December,Saturday
TICKET_002758,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-12-07,TOSTAO_13,CUST_00045,5000,December,Saturday
TICKET_002758,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-12-07,TOSTAO_13,CUST_00045,3500,December,Saturday
TICKET_002759,PROD_010,1,3500,Avena,Bebidas,Frías,2024-06-27,TOSTAO_01,CUST_01469,3500,June,Thursday
TICKET_002759,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-06-27,TOSTAO_01,CUST_01469,2500,June,Thursday
TICKET_002760,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-03-01,TOSTAO_08,CUST_01897,3500,March,Friday
TICKET_002760,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-03-01,TOSTAO_08,CUST_01897,5000,March,Friday
TICKET_002761,PROD_013,1,3500,Té Helado,Bebidas,Frías,2024-11-15,TOSTAO_17,CUST_00462,3500,November,Friday
TICKET_002762,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-12-13,TOSTAO_07,CUST_00168,3500,December,Friday
TICKET_002763,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-10-01,TOSTAO_19,CUST_02110,3500,October,Tuesday
TICKET_002764,PROD_011,1,2500,Agua Manantial,Bebidas,Frías,2024-03-05,TOSTAO_01,CUST_01454,2500,March,Tuesday
TICKET_002765,PROD_029,1,3000,Muffin de Chocolate,Alimentos,Panadería Dulce,2024-03-08,TOSTAO_04,CUST_01735,3000,March,Friday
TICKET_002765,PROD_024,1,3000,Palito de Queso,Alimentos,Panadería Sal,2024-03-08,TOSTAO_04,CUST_01735,3000,March,Friday
TICKET_002766,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-01-31,TOSTAO_16,CUST_00584,4500,January,Wednesday
TICKET_002766,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-01-31,TOSTAO_16,CUST_00584,3500,January,Wednesday
TICKET_002767,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-03-18,TOSTAO_01,CUST_02448,4500,March,Monday
TICKET_002768,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-11-07,TOSTAO_08,CUST_00412,2500,November,Thursday
TICKET_002768,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-11-07,TOSTAO_08,CUST_00412,5000,November,Thursday
TICKET_002769,PROD_001,2,2500,Tinto,Bebidas,Calientes,2024-10-05,TOSTAO_08,CUST_01103,5000,October,Saturday
TICKET_002769,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-10-05,TOSTAO_08,CUST_01103,6500,October,Saturday
TICKET_002770,PROD_010,1,3500,Avena,Bebidas,Frías,2024-08-13,TOSTAO_06,CUST_01884,3500,August,Tuesday
TICKET_002770,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-08-13,TOSTAO_06,CUST_01884,2500,August,Tuesday
TICKET_002770,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-08-13,TOSTAO_06,CUST_01884,6500,August,Tuesday
TICKET_002771,PROD_020,1,3200,Empanada de Pollo,Alimentos,Panadería Sal,2024-01-13,TOSTAO_03,CUST_02294,3200,January,Saturday
TICKET_002772,PROD_027,1,2500,Corazón de Hojaldre,Alimentos,Panadería Dulce,2024-11-17,TOSTAO_04,CUST_00511,2500,November,Sunday
TICKET_002773,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-05-18,TOSTAO_20,CUST_00382,4500,May,Saturday
TICKET_002773,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-05-18,TOSTAO_20,CUST_00382,4500,May,Saturday
TICKET_002774,PROD_005,1,4000,Chocolate,Bebidas,Calientes,2024-02-12,TOSTAO_15,CUST_00169,4000,February,Monday
TICKET_002775,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-05-22,TOSTAO_15,CUST_00575,2500,May,Wednesday
TICKET_002775,PROD_030,1,4500,Torta de Zanahoria,Alimentos,Panadería Dulce,2024-05-22,TOSTAO_15,CUST_00575,4500,May,Wednesday
TICKET_002775,PROD_007,1,4500,Latte,Bebidas,Calientes,2024-05-22,TOSTAO_15,CUST_00575,4500,May,Wednesday
TICKET_002776,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-12-22,TOSTAO_04,CUST_00313,2500,December,Sunday
TICKET_002776,PROD_035,1,7500,Sandwich de Pollo,Alimentos,Sandwiches,2024-12-22,TOSTAO_04,CUST_00313,7500,December,Sunday
TICKET_002776,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-12-22,TOSTAO_04,CUST_00313,4500,December,Sunday
TICKET_002777,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-03-22,TOSTAO_01,CUST_02282,5000,March,Friday
TICKET_002778,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-02-04,TOSTAO_12,CUST_01675,3500,February,Sunday
TICKET_002778,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-02-04,TOSTAO_12,CUST_01675,5000,February,Sunday
TICKET_002779,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-08-21,TOSTAO_19,CUST_02406,3500,August,Wednesday
TICKET_002780,PROD_012,1,3000,Gaseosa 400ml,Bebidas,Frías,2024-02-29,TOSTAO_02,CUST_00909,3000,February,Thursday
TICKET_002781,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-01-31,TOSTAO_08,CUST_01666,4500,January,Wednesday
TICKET_002781,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-01-31,TOSTAO_08,CUST_01666,3500,January,Wednesday
TICKET_002782,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-01-20,TOSTAO_03,CUST_01154,4500,January,Saturday
TICKET_002782,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-01-20,TOSTAO_03,CUST_01154,4500,January,Saturday
TICKET_002782,PROD_026,1,3500,Rollo de Canela,Alimentos,Panadería Dulce,2024-01-20,TOSTAO_03,CUST_01154,3500,January,Saturday
TICKET_002782,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-01-20,TOSTAO_03,CUST_01154,3200,January,Saturday
TICKET_002783,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-02-16,TOSTAO_02,CUST_01479,4500,February,Friday
TICKET_002783,PROD_023,1,3500,Croissant de Queso,Alimentos,Panadería Sal,2024-02-16,TOSTAO_02,CUST_01479,3500,February,Friday
TICKET_002783,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-02-16,TOSTAO_02,CUST_01479,6500,February,Friday
TICKET_002783,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-02-16,TOSTAO_02,CUST_01479,3200,February,Friday
TICKET_002784,PROD_019,1,3200,Empanada de Carne,Alimentos,Panadería Sal,2024-04-24,TOSTAO_03,CUST_00711,3200,April,Wednesday
TICKET_002785,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-01-23,TOSTAO_02,CUST_01652,2500,January,Tuesday
TICKET_002785,PROD_010,1,3500,Avena,Bebidas,Frías,2024-01-23,TOSTAO_02,CUST_01652,3500,January,Tuesday
TICKET_002786,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-04-23,TOSTAO_20,CUST_00314,4500,April,Tuesday
TICKET_002787,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-09-14,TOSTAO_04,CUST_01384,2500,September,Saturday
TICKET_002787,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-09-14,TOSTAO_04,CUST_01384,2800,September,Saturday
TICKET_002787,PROD_035,1,7500,Sandwich de Pollo,Alimentos,Sandwiches,2024-09-14,TOSTAO_04,CUST_01384,7500,September,Saturday
TICKET_002788,PROD_026,1,3500,Rollo de Canela,Alimentos,Panadería Dulce,2024-08-11,TOSTAO_10,CUST_00407,3500,August,Sunday
TICKET_002789,PROD_010,1,3500,Avena,Bebidas,Frías,2024-01-11,TOSTAO_13,CUST_01592,3500,January,Thursday
TICKET_002790,PROD_010,1,3500,Avena,Bebidas,Frías,2024-01-22,TOSTAO_07,CUST_01730,3500,January,Monday
TICKET_002790,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-01-22,TOSTAO_07,CUST_01730,2500,January,Monday
TICKET_002791,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-03-29,TOSTAO_20,CUST_01183,3500,March,Friday
TICKET_002791,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-03-29,TOSTAO_20,CUST_01183,2800,March,Friday
TICKET_002792,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-06-27,TOSTAO_18,CUST_02149,6500,June,Thursday
TICKET_002793,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-04-29,TOSTAO_19,CUST_00366,2500,April,Monday
TICKET_002793,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-04-29,TOSTAO_19,CUST_00366,3500,April,Monday
TICKET_002793,PROD_035,1,7500,Sandwich de Pollo,Alimentos,Sandwiches,2024-04-29,TOSTAO_19,CUST_00366,7500,April,Monday
TICKET_002794,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-03-14,TOSTAO_11,CUST_00271,4500,March,Thursday
TICKET_002795,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-04-02,TOSTAO_18,CUST_00177,2500,April,Tuesday
TICKET_002795,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-04-02,TOSTAO_18,CUST_00177,2000,April,Tuesday
TICKET_002796,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-09-01,TOSTAO_11,CUST_00085,3500,September,Sunday
TICKET_002796,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-09-01,TOSTAO_11,CUST_00085,2800,September,Sunday
TICKET_002796,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-09-01,TOSTAO_11,CUST_00085,6500,September,Sunday
TICKET_002797,PROD_022,1,3500,Pastel de Carne,Alimentos,Panadería Sal,2024-09-27,TOSTAO_09,CUST_02496,3500,September,Friday
TICKET_002797,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-09-27,TOSTAO_09,CUST_02496,2800,September,Friday
TICKET_002798,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-11-14,TOSTAO_12,CUST_02193,2000,November,Thursday
TICKET_002799,PROD_011,1,2500,Agua Manantial,Bebidas,Frías,2024-11-11,TOSTAO_17,CUST_01296,2500,November,Monday
TICKET_002800,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-09-18,TOSTAO_16,CUST_01460,3500,September,Wednesday
TICKET_002800,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-09-18,TOSTAO_16,CUST_01460,5000,September,Wednesday
TICKET_002801,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-06-08,TOSTAO_19,CUST_00677,6500,June,Saturday
TICKET_002802,PROD_006,1,2500,Aromática,Bebidas,Calientes,2024-09-13,TOSTAO_12,CUST_02395,2500,September,Friday
TICKET_002802,PROD_028,1,2000,Galleta de Chispas,Alimentos,Panadería Dulce,2024-09-13,TOSTAO_12,CUST_02395,2000,September,Friday
TICKET_002802,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-09-13,TOSTAO_12,CUST_02395,6500,September,Friday
TICKET_002802,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-09-13,TOSTAO_12,CUST_02395,4800,September,Friday
TICKET_002803,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-10-13,TOSTAO_18,CUST_00471,2500,October,Sunday
TICKET_002803,PROD_015,1,2800,Pan de Bono,Alimentos,Panadería Sal,2024-10-13,TOSTAO_18,CUST_00471,2800,October,Sunday
TICKET_002804,PROD_031,1,4500,Torta de Chocolate,Alimentos,Panadería Dulce,2024-08-21,TOSTAO_06,CUST_00053,4500,August,Wednesday
TICKET_002804,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-08-21,TOSTAO_06,CUST_00053,4500,August,Wednesday
TICKET_002804,PROD_004,1,4800,Mocaccino,Bebidas,Calientes,2024-08-21,TOSTAO_06,CUST_00053,4800,August,Wednesday
TICKET_002804,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-08-21,TOSTAO_06,CUST_00053,3500,August,Wednesday
TICKET_002805,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-07-16,TOSTAO_08,CUST_02006,4500,July,Tuesday
TICKET_002806,PROD_021,1,3500,Pastel de Pollo,Alimentos,Panadería Sal,2024-02-12,TOSTAO_06,CUST_00410,3500,February,Monday
TICKET_002806,PROD_009,1,5000,Jugo de Naranja,Bebidas,Frías,2024-02-12,TOSTAO_06,CUST_00410,5000,February,Monday
TICKET_002807,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-03-05,TOSTAO_18,CUST_02234,2500,March,Tuesday
TICKET_002808,PROD_002,1,3500,Café con Leche,Bebidas,Calientes,2024-04-04,TOSTAO_12,CUST_00556,3500,April,Thursday
TICKET_002808,PROD_017,1,2800,Almojábana,Alimentos,Panadería Sal,2024-04-04,TOSTAO_12,CUST_00556,2800,April,Thursday
TICKET_002809,PROD_022,1,3500,Pastel de Carne,Alimentos,Panadería Sal,2024-10-21,TOSTAO_11,CUST_02188,3500,October,Monday
TICKET_002810,PROD_003,1,4500,Cappuccino,Bebidas,Calientes,2024-01-04,TOSTAO_14,CUST_01236,4500,January,Thursday
TICKET_002810,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-01-04,TOSTAO_14,CUST_01236,3200,January,Thursday
TICKET_002811,PROD_001,1,2500,Tinto,Bebidas,Calientes,2024-01-19,TOSTAO_05,CUST_00093,2500,January,Friday
TICKET_002811,PROD_008,1,3200,Tinto Grande,Bebidas,Calientes,2024-01-19,TOSTAO_05,CUST_00093,3200,January,Friday
TICKET_002812,PROD_022,1,3500,Pastel de Carne,Alimentos,Panadería Sal,2024-07-30,TOSTAO_09,CUST_00528,3500,July,Tuesday
TICKET_002813,PROD_010,1,3500,Avena,Bebidas,Frías,2024-06-04,TOSTAO_04,CUST_00484,3500,June,Tuesday
TICKET_002813,PROD_016,1,2500,Buñuelo,Alimentos,Panadería Sal,2024-06-04,TOSTAO_04,CUST_00484,2500,June,Tuesday
TICKET_002813,PROD_034,1,6500,Sandwich de Jamón y Queso,Alimentos,Sandwiches,2024-06-04,TOSTAO_04,CUST_00484,6500,June,Tuesday
